aws	AR VR	https://icons.d2lang.com/aws%2FAR%20%26%20VR%2FAR-VR.svg
aws	AWS Amplify	https://icons.d2lang.com/aws%2FMobile%2FAWS-Amplify.svg
aws	AWS App Config	https://icons.d2lang.com/aws%2FManagement%20%26%20Governance%2FAWS-App-Config.svg
aws	AWS App Mesh	https://icons.d2lang.com/aws%2FNetworking%20%26%20Content%20Delivery%2FAWS-App-Mesh.svg
aws	AWS AppSync	https://icons.d2lang.com/aws%2FMobile%2FAWS-AppSync.svg
aws	AWS Application Discovery Service	https://icons.d2lang.com/aws%2FMigration%20%26%20Transfer%2FAWS-Application-Discovery-Service.svg
aws	AWS Artifact	https://icons.d2lang.com/aws%2FSecurity%2C%20Identity%2C%20%26%20Compliance%2FAWS-Artifact.svg
aws	AWS Auto Scaling	https://icons.d2lang.com/aws%2FManagement%20%26%20Governance%2FAWS-Auto-Scaling.svg
aws	AWS Backup	https://icons.d2lang.com/aws%2FStorage%2FAWS-Backup.svg
aws	AWS Batch	https://icons.d2lang.com/aws%2FCompute%2FAWS-Batch.svg
aws	AWS Braket	https://icons.d2lang.com/aws%2FQuantum%20Technologies%2FAWS-Braket.svg
aws	AWS Budgets	https://icons.d2lang.com/aws%2FAWS%20Cost%20Management%2FAWS-Budgets.svg
aws	AWS Certificate Manager	https://icons.d2lang.com/aws%2FSecurity%2C%20Identity%2C%20%26%20Compliance%2FAWS-Certificate-Manager.svg
aws	AWS Client VPN	https://icons.d2lang.com/aws%2FNetworking%20%26%20Content%20Delivery%2FAWS-Client-VPN.svg
aws	AWS Cloud	https://icons.d2lang.com/aws%2FDeveloper%20Tools%2FAWS-Cloud9.svg
aws	AWS Cloud Development Kit	https://icons.d2lang.com/aws%2FDeveloper%20Tools%2FAWS-Cloud-Development-Kit.svg
aws	AWS Cloud Map	https://icons.d2lang.com/aws%2FNetworking%20%26%20Content%20Delivery%2FAWS-Cloud-Map.svg
aws	AWS CloudFormation	https://icons.d2lang.com/aws%2FManagement%20%26%20Governance%2FAWS-CloudFormation.svg
aws	AWS CloudHSM	https://icons.d2lang.com/aws%2FSecurity%2C%20Identity%2C%20%26%20Compliance%2FAWS-CloudHSM.svg
aws	AWS CloudTrail	https://icons.d2lang.com/aws%2FManagement%20%26%20Governance%2FAWS-CloudTrail.svg
aws	AWS CodeBuild	https://icons.d2lang.com/aws%2FDeveloper%20Tools%2FAWS-CodeBuild.svg
aws	AWS CodeCommit	https://icons.d2lang.com/aws%2FDeveloper%20Tools%2FAWS-CodeCommit.svg
aws	AWS CodeDeploy	https://icons.d2lang.com/aws%2FDeveloper%20Tools%2FAWS-CodeDeploy.svg
aws	AWS CodePipeline	https://icons.d2lang.com/aws%2FDeveloper%20Tools%2FAWS-CodePipeline.svg
aws	AWS CodeStar	https://icons.d2lang.com/aws%2FDeveloper%20Tools%2FAWS-CodeStar.svg
aws	AWS Command Line Interface	https://icons.d2lang.com/aws%2FDeveloper%20Tools%2FAWS-Command-Line-Interface.svg
aws	AWS Command Line Interface	https://icons.d2lang.com/aws%2FManagement%20%26%20Governance%2FAWS-Command-Line-Interface.svg
